name,image,url,brand,VRAM,model,vram_gb,g3d_mark,g2d_mark,tdp,product_code,offers
EVGA FTW GAMING GeForce GTX 1060 6GB 6 GB Video Card (06G-P4-6268-KR),https://m.media-amazon.com/images/I/5117ZHXvhcL.jpg,https://pcpartpicker.com/product/QdH48d/evga-geforce-gtx-1060-6gb-ftw-gaming-video-card-06g-p4-6268-kr,GeForce,6,GTX 1060 6GB,6,10083,748,120,06G-P4-6268-KR,[]
EVGA GAMING GeForce GTX 1060 6GB 6 GB Video Card (06G-P4-5161-KR),https://cdna.pcpartpicker.com/static/forever/images/product/3b2926797a68ada3fea4248a80e53b34.256p.jpg,https://pcpartpicker.com/product/fpM323/evga-geforce-gtx-1060-6gb-6gb-gaming-video-card-06g-p4-5161-kr,GeForce,6,GTX 1060 6GB,6,10083,748,120,06G-P4-5161-KR,[]
PNY VCGGTX10606PB-CG GeForce GTX 1060 6GB 6 GB Video Card (VCGGTX10606PB-CG),https://cdna.pcpartpicker.com/static/forever/images/product/e94bb5a6f3e67c1e140fbc84d78625e3.256p.jpg,https://pcpartpicker.com/product/xbL7YJ/pny-geforce-gtx-1060-6gb-cg-video-card-vcggtx10606pb-cg,GeForce,6,GTX 1060 6GB,6,10083,748,120,VCGGTX10606PB-CG,[]
KFA2 EX GeForce GTX 1060 6GB 6 GB Video Card (60NRH7DVM3WK),https://cdna.pcpartpicker.com/static/forever/images/product/a502fff159b5b0d30dace9e5f3ea065d.256p.jpg,https://pcpartpicker.com/product/sjRFf7/kfa2-geforce-gtx-1060-6gb-6gb-ex-oc-white-video-card-60nrh7dvm3wk,GeForce,6,GTX 1060 6GB,6,10083,748,120,60NRH7DVM3WK,[]
Gigabyte XTREME GeForce GTX 1060 6GB 6 GB Video Card (GV-N1060AORUS-X6GDR2),https://cdna.pcpartpicker.com/static/forever/images/product/2a7aa845eb8bfcc53d3e43a10dba8bfe.256p.jpg,https://pcpartpicker.com/product/xJbwrH/gigabyte-geforce-gtx-1060-6gb-6gb-xtreme-edition-6g-video-card-gv-n1060aorus-x6gdr2,GeForce,6,GTX 1060 6GB,6,10083,748,120,GV-N1060AORUS-X6GDR2,[]
Gigabyte D5 GeForce GTX 1060 6GB 6 GB Video Card (GV-N1060D5-6GD),https://images-na.ssl-images-amazon.com/images/I/51g23eTl7tL.jpg,https://pcpartpicker.com/product/wz648d/gigabyte-geforce-gtx-1060-6gb-d5-6g-video-card-gv-n1060d5-6gd,GeForce,6,GTX 1060 6GB,6,10083,748,120,GV-N1060D5-6GD,[]
EVGA SSC GAMING GeForce GTX 1060 6GB 6 GB Video Card (06G-P4-6267-KR),https://m.media-amazon.com/images/I/31mIspLD3aL.jpg,https://pcpartpicker.com/product/j8tWGX/evga-geforce-gtx-1060-6gb-6gb-ssc-gaming-video-card-06g-p4-6267-kr,GeForce,6,GTX 1060 6GB,6,10083,748,120,06G-P4-6267-KR,[]
EVGA SSC2 GAMING GeForce GTX 1060 6GB 6 GB Video Card (06G-P4-6667-KR),https://m.media-amazon.com/images/I/41xrMxT+BzL.jpg,https://pcpartpicker.com/product/dfjWGX/evga-geforce-gtx-1060-6gb-6gb-ssc2-gaming-video-card-06g-p4-6667-kr,GeForce,6,GTX 1060 6GB,6,10083,748,120,06G-P4-6667-KR,[]
PNY VCGGTX10606PB-SF GeForce GTX 1060 6GB 6 GB Video Card (VCGGTX10606PB-SF),https://images-na.ssl-images-amazon.com/images/I/41Yy4O4bGpL.jpg,https://pcpartpicker.com/product/vqPKHx/pny-geforce-gtx-1060-6gb-6gb-video-card-vcggtx10606pb-sf,GeForce,6,GTX 1060 6GB,6,10083,748,120,VCGGTX10606PB-SF,[]
EVGA SC GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2062-KR),https://cdna.pcpartpicker.com/static/forever/images/product/dc8f6e154e054c59c00ed4e2e9ad77d7.256p.jpg,https://pcpartpicker.com/product/9F7v6h/evga-geforce-rtx-2060-6-gb-sc-gaming-video-card-06g-p4-2062-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2062-KR,[]
EVGA KO ULTRA GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2068-KR),https://cdna.pcpartpicker.com/static/forever/images/product/932e869ee03855291c9d97907dd1832d.256p.jpg,https://pcpartpicker.com/product/2H7p99/evga-geforce-rtx-2060-6-gb-ko-ultra-gaming-video-card-06g-p4-2068-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2068-KR,"[{""retailer"": ""Amazon"", ""price"": ""328.84"", ""url"": ""https://geizhals.de/redir/AgAAANQD4dZejjz0tvp54Ma8IYMqgFmix7b4xp6TIX7suHTqLCYpPPjV_InmSFYnLFI7CeEpT6VkVkQroY6ZXpWD5MIWrNzsps3fm-YWby3AhsPJp5LvBvsTFLRFCFS4Oi7offS6OlrL6IVwRW3Reu7xXTk79jSN4Y3Ye9dPl1KMm6dRq7PzclI89FRNrHC6DM0H6uZN7Bo94Hbj_rMQ385zFDSYOjDCZOGrcgU2OvPGBVuj2VxZU6t1sxMEl8lyZ_BeeA"", ""source"": ""geizhals""}, {""retailer"": ""eBay"", ""price"": ""329.99"", ""url"": ""https://geizhals.de/redir/AgAAAKEUZ9wfmn7j3LcvNxQ0WcPXHBNrMMnrQJJkiGSywBw4kWWVthsI1h8dP0dNBOYDa08V5CEMJJ-qFNtvqAGJ76fVS4rTZW71kObwGp5DXYAPXP4jHEz1NlIrokY_J3UNRpsGEEvFYbZgmPzYXg_JHAyuB1ZDqbahjWxfStEdkMFLmDowwmThq3IFNjrzxgVbowrhMOeyuIZP3bh_2ZmxLaU"", ""source"": ""geizhals""}, {""retailer"": ""Amazon.de"", ""price"": ""385.6"", ""url"": ""https://geizhals.de/redir/AgAAAPjmKJZTbuljqPb4aLOWS5MqgFmix7b4xp6TIX7suHTqLCYpPPjV_InmSFYnLFI7CeEpT6VkVkQroY6ZXpWD5MJj4nUl43uBNONVZg1ajsxG_Qgb7hxoviGgLUtDuh4hDfS6OlrL6IVwRW3Reu7xXTk79jSN4Y3Ye9dPl1KMm6dRAPE_jwFA9CopPf8aAdN1R4folVTQPsN2JxZLHo29QnfP8JVvETZiiS2MCv0VZqMKFHHYyzK4hEroUffDlNX76A"", ""source"": ""geizhals""}, {""retailer"": ""Amazon"", ""price"": ""386.79"", ""url"": ""https://geizhals.de/redir/AgAAANQD4dZejjz0tvp54Ma8IYMqgFmix7b4xp6TIX7suHTqLCYpPPjV_InmSFYnLFI7CeEpT6VkVkQroY6ZXpWD5MJAtHHXoV23sIU4rQE_40D43GKyxYruAbk5Vb0SCYVNHvS6OlrL6IVwRW3Reu7xXTk79jSN4Y3Ye9dPl1KMm6dRpL0ZClsg4mcEtbJU3B4OJy1utIiLXeVcR64b2DitihyYOjDCZOGrcgU2OvPGBVujdi2s_ZS8kKMcsKjEW8Trjw"", ""source"": ""geizhals""}]"
Asus DUAL EVO OC GeForce RTX 2060 6 GB Video Card (DUAL-RTX2060-O6G-EVO),https://m.media-amazon.com/images/I/51FcVHzQHZL.jpg,https://pcpartpicker.com/product/fYNgXL/asus-geforce-rtx-2060-6-gb-dual-evo-oc-video-card-dual-rtx2060-o6g-evo,GeForce,6,RTX 2060,6,14128,748,160,DUAL-RTX2060-O6G-EVO,[]
MSI GeForce RTX 2060 VENTUS GP OC GeForce RTX 2060 6 GB Video Card (RTX 2060 VENTUS GPOC),https://m.media-amazon.com/images/I/4160TRnJpqL.jpg,https://pcpartpicker.com/product/3ZrRsY/msi-geforce-rtx-2060-6-gb-ventus-gp-oc-video-card-rtx-2060-ventus-gpoc,GeForce,6,RTX 2060,6,14128,748,160,RTX 2060 VENTUS GPOC,[]
Gigabyte OC GeForce RTX 2060 6 GB Video Card (GV-N2060OC-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/70539a29f3b92f82f67b576deb0d1cd4.256p.jpg,https://pcpartpicker.com/product/KX66Mp/gigabyte-geforce-rtx-2060-6-gb-oc-video-card-gv-n2060oc-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060OC-6GD,[]
EVGA GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2060-KR),https://cdna.pcpartpicker.com/static/forever/images/product/b762defd0e0f09ca2f9ca411b1ac587b.256p.jpg,https://pcpartpicker.com/product/RHXnTW/evga-geforce-rtx-2060-6-gb-gaming-video-card-06g-p4-2060-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2060-KR,[]
NVIDIA Founders Edition GeForce RTX 2060 6 GB Video Card (900-1g160-2540-000),https://cdna.pcpartpicker.com/static/forever/images/product/f09e4f8b3b863e8a36e2ca251d77de84.256p.jpg,https://pcpartpicker.com/product/g4c48d/nvidia-geforce-rtx-2060-6-gb-founders-edition-video-card-900-1g160-2540-000,GeForce,6,RTX 2060,6,14128,748,160,900-1g160-2540-000,[]
Zotac GAMING GeForce RTX 2060 6 GB Video Card (ZT-T20600H-10M),https://images-eu.ssl-images-amazon.com/images/I/418IWAiYAnL.jpg,https://pcpartpicker.com/product/Kv3mP6/zotac-geforce-rtx-2060-6-gb-gaming-video-card-zt-t20600h-10m,GeForce,6,RTX 2060,6,14128,748,160,ZT-T20600H-10M,[]
MSI GAMING Z GeForce RTX 2060 6 GB Video Card (RTX 2060 GAMING Z 6G),https://cdna.pcpartpicker.com/static/forever/images/product/ac7ffb3588edfd32890386010563b7b2.256p.jpg,https://pcpartpicker.com/product/3wBTwP/msi-geforce-rtx-2060-6-gb-gaming-z-video-card-rtx-2060-gaming-z-6g,GeForce,6,RTX 2060,6,14128,748,160,RTX 2060 GAMING Z 6G,[]
Asus STRIX GAMING OC GeForce RTX 2060 6 GB Video Card (ROG-STRIX-RTX2060-O6G-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/45266c1a035b022def39fb568de554f7.256p.jpg,https://pcpartpicker.com/product/Cdkj4D/asus-geforce-rtx-2060-6-gb-strix-gaming-oc-video-card-rog-strix-rtx2060-o6g-gaming,GeForce,6,RTX 2060,6,14128,748,160,ROG-STRIX-RTX2060-O6G-GAMING,[]
MSI VENTUS OC GeForce RTX 2060 6 GB Video Card (RTX 2060 VENTUS 6G OC),https://cdna.pcpartpicker.com/static/forever/images/product/e623089ba2b3010c09c7015f9538a311.256p.jpg,https://pcpartpicker.com/product/RVNv6h/msi-geforce-rtx-2060-6-gb-ventus-oc-video-card-rtx-2060-ventus-6g-oc,GeForce,6,RTX 2060,6,14128,748,160,RTX 2060 VENTUS 6G OC,[]
EVGA GeForce RTX 2060 SC Ultra GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2067-KR),https://cdna.pcpartpicker.com/static/forever/images/product/ce6ead6bf41188e4a25e4d71e11035c1.256p.jpg,https://pcpartpicker.com/product/MYndnQ/evga-geforce-rtx-2060-6-gb-sc-ultra-gaming-video-card-06g-p4-2067-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2067-KR,[]
Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING) GeForce RTX 2060 6 GB Video Card (TUF-RTX2060-O6G-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/4e9c86626fb3594db6f083d3c70ededa.256p.jpg,https://pcpartpicker.com/product/QjtQzy/asus-geforce-rtx-2060-6-gb-tuf-oc-video-card-tuf-rtx2060-o6g-gaming,GeForce,6,RTX 2060,6,14128,748,160,TUF-RTX2060-O6G-GAMING,[]
EVGA KO GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2066-KR),https://cdna.pcpartpicker.com/static/forever/images/product/a3ee9f7211c799969fc1110a0d76b2cd.256p.jpg,https://pcpartpicker.com/product/rTpmP6/evga-geforce-rtx-2060-6-gb-ko-gaming-video-card-06g-p4-2066-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2066-KR,[]
Asus DUAL OC GeForce RTX 2060 6 GB Video Card (DUAL-RTX2060-O6G),https://cdna.pcpartpicker.com/static/forever/images/product/d825e205dc1f26c02fe953032aae118c.256p.jpg,https://pcpartpicker.com/product/yg66Mp/asus-geforce-rtx-2060-6-gb-dual-oc-video-card-dual-rtx2060-o6g,GeForce,6,RTX 2060,6,14128,748,160,DUAL-RTX2060-O6G,[]
MSI VENTUS XS OC GeForce RTX 2060 6 GB Video Card (GeForce RTX 2060 VENTUS XS 6G OC),https://cdna.pcpartpicker.com/static/forever/images/product/e47a05a8ceae045058cbe69993577f74.256p.jpg,https://pcpartpicker.com/product/QNn8TW/msi-geforce-rtx-2060-6-gb-ventus-xs-oc-video-card-geforce-rtx-2060-ventus-xs-6g-oc,GeForce,6,RTX 2060,6,14128,748,160,GeForce RTX 2060 VENTUS XS 6G OC,[]
Gigabyte GAMING OC GeForce RTX 2060 6 GB Video Card (GV-N2060GAMING OC-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/a244c6f4f33c953fd239b0ba84961e45.256p.jpg,https://pcpartpicker.com/product/gBKcCJ/gigabyte-geforce-rtx-2060-6-gb-gaming-oc-video-card-gv-n2060gaming-oc-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060GAMING OC-6GD,[]
Gigabyte D6 Rev 2.0 GeForce RTX 2060 6 GB Video Card (GV-N2060D6-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/0840f8910cfad6089ad356b6d01bfabc.256p.jpg,https://pcpartpicker.com/product/64jNnQ/gigabyte-geforce-rtx-2060-6-gb-d6-rev-20-video-card-gv-n2060d6-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060D6-6GD,[]
Zotac GAMING AMP GeForce RTX 2060 6 GB Video Card (ZT-T20600D-10M),https://cdna.pcpartpicker.com/static/forever/images/product/2b87b0bfaa0a57b2e6c3c67f09eec220.256p.jpg,https://pcpartpicker.com/product/kfWfrH/zotac-geforce-rtx-2060-6-gb-gaming-video-card-zt-t20600d-10m,GeForce,6,RTX 2060,6,14128,748,160,ZT-T20600D-10M,"[{""retailer"": ""Bora Computer"", ""price"": ""285.6"", ""url"": ""https://geizhals.de/redir/AgAAALGGaWj-BqPM-KCt7Isosrg7sHaUQ5xlULa7feXC5Jn5BWX9u0CcO1homLe2Fv71S9uZS0FP3tjk_qdzcNMTa2tZ6HPZ35EXj4rVf1joQtFwDy10LQUMpD6DQgOhc-inQqloqEMT8vM9jHCHCciXshbtrQmWW0ecJo8An28vHTqrhpZRKk7-nvA6rEC8WT0IcA"", ""source"": ""geizhals""}, {""retailer"": ""galaxus"", ""price"": ""850.29"", ""url"": ""https://geizhals.de/redir/AgAAAKEzlGjYP5pTr4zt7ZA-nTdJaKHui4kljD5nAfhsT4X2wpublHgPIecbYtFjM_RnoJKT2VPAJjMCP-KHMY35vn5UZwovKM0f7xNZwLkwfr2y0ytOTZ7Vz6UHhDBJMm2pnCU59cu7AuRKAb9EC9GkQLoe8RPsxoPX12ebgr7I6lxmEE4jM2SZsYbrUi1FINzco9trzXr1HxokgQwGMsUEF-rKm7r2p-KsrWOOJdpvYA3fXZGMOX612Q_OzVonYDdmlkUrFmHySvcOQ8vJga8z9Y4JkkmXezQyjYt8h0RsAe2yjtgSDMK-ZDJjuk905g3sPy_1hp3aOoPyljIZD5m0SeM"", ""source"": ""geizhals""}]"
EVGA XC ULTRA GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2167-KR),https://cdna.pcpartpicker.com/static/forever/images/product/e37e505437f643f742fcb1ce0571ad1e.256p.jpg,https://pcpartpicker.com/product/xg66Mp/evga-geforce-rtx-2060-6-gb-xc-ultra-gaming-video-card-06g-p4-2167-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2167-KR,[]
Gainward Phoenix GS GeForce RTX 2060 6 GB Video Card (426018336-4313),https://cdna.pcpartpicker.com/static/forever/images/product/cc7695a8409066208b49003aa76fe278.256p.jpg,https://pcpartpicker.com/product/b2dxFT/gainward-geforce-rtx-2060-6-gb-phoenix-gs-video-card-426018336-4313,GeForce,6,RTX 2060,6,14128,748,160,426018336-4313,[]
MSI GAMING GeForce RTX 2060 6 GB Video Card (RTX 2060 GAMING 6G),https://cdna.pcpartpicker.com/static/forever/images/product/b8ce3fe4f9a5174ba5bf7657fdace0a5.256p.jpg,https://pcpartpicker.com/product/Q3KcCJ/msi-geforce-rtx-2060-6-gb-gaming-video-card-rtx-2060-gaming-6g,GeForce,6,RTX 2060,6,14128,748,160,RTX 2060 GAMING 6G,[]
Gigabyte WINDFORCE OC GeForce RTX 2060 6 GB Video Card (GV-N2060WF2OC-6GD R2),https://cdna.pcpartpicker.com/static/forever/images/product/8bb88ef8e0e30bc37038c5cc4ef8a0b7.256p.jpg,https://pcpartpicker.com/product/Bc3H99/gigabyte-geforce-rtx-2060-6-gb-windforce-oc-video-card-gv-n2060wf2oc-6gd-r2,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060WF2OC-6GD R2,[]
Asus Phoenix Fan GeForce RTX 2060 6 GB Video Card (PH-RTX2060-6G),https://cdna.pcpartpicker.com/static/forever/images/product/b7fea7b6face10cc3f00355c3b06fbc4.256p.jpg,https://pcpartpicker.com/product/79448d/asus-geforce-rtx-2060-6-gb-phoenix-fan-video-card-ph-rtx2060-6g,GeForce,6,RTX 2060,6,14128,748,160,PH-RTX2060-6G,[]
Gigabyte OC Rev 2.0 GeForce RTX 2060 6 GB Video Card (GV-N2060OC-6GD Rev 2.0),https://m.media-amazon.com/images/I/41B+s9o3+2L.jpg,https://pcpartpicker.com/product/jW6qqs/gigabyte-geforce-rtx-2060-6-gb-oc-rev-20-video-card-gv-n2060oc-6gd-rev-20,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060OC-6GD Rev 2.0,[]
MSI VENTUS GeForce RTX 2060 6 GB Video Card (RTX 2060 VENTUS 6G),https://cdna.pcpartpicker.com/static/forever/images/product/9a89529f1582d11c952250655e2bfd6f.256p.jpg,https://pcpartpicker.com/product/zvMwrH/msi-geforce-rtx-2060-6-gb-ventus-video-card-rtx-2060-ventus-6g,GeForce,6,RTX 2060,6,14128,748,160,RTX 2060 VENTUS 6G,[]
Gigabyte GeForce RTX 2060 GAMING OC PRO WHITE 6G GeForce RTX 2060 6 GB Video Card (GV-N2060GAMINGOC PRO WHITE-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/a85f33401d41280354b2552a89b0cbef.256p.jpg,https://pcpartpicker.com/product/vFQG3C/gigabyte-geforce-rtx-2060-6-gb-gaming-oc-pro-white-video-card-gv-n2060gamingoc-pro-white-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060GAMINGOC PRO WHITE-6GD,[]
Gigabyte MINI ITX OC GeForce RTX 2060 6 GB Video Card (GV-N2060IXOC-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/07c3fe54b8669a626961b43de4db9d05.256p.jpg,https://pcpartpicker.com/product/QP448d/gigabyte-geforce-rtx-2060-6-gb-mini-itx-oc-video-card-gv-n2060ixoc-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060IXOC-6GD,[]
Palit GamingPro OC GeForce RTX 2060 6 GB Video Card (NE62060T18J9-1062A),https://cdna.pcpartpicker.com/static/forever/images/product/00352b14e658d4703e6485895d9dfb58.256p.jpg,https://pcpartpicker.com/product/zP448d/palit-geforce-rtx-2060-6-gb-gamingpro-oc-video-card-ne62060t18j9-1062a,GeForce,6,RTX 2060,6,14128,748,160,NE62060T18J9-1062A,[]
Asus STRIX GAMING GeForce RTX 2060 6 GB Video Card (ROG-STRIX-RTX2060-6G-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/991feada70fa32746d72f51bad673aef.256p.jpg,https://pcpartpicker.com/product/cHHRsY/asus-geforce-rtx-2060-6-gb-strix-gaming-video-card-rog-strix-rtx2060-6g-gaming,GeForce,6,RTX 2060,6,14128,748,160,ROG-STRIX-RTX2060-6G-GAMING,[]
Zotac GAMING GeForce RTX 2060 6 GB Video Card (ZT-T20600F-10M),https://m.media-amazon.com/images/I/41LQX-dzrPL.jpg,https://pcpartpicker.com/product/rMhKHx/zotac-geforce-rtx-2060-6-gb-gaming-video-card-zt-t20600f-10m,GeForce,6,RTX 2060,6,14128,748,160,ZT-T20600F-10M,[]
Inno3D Twin X2 GeForce RTX 2060 6 GB Video Card (N20602-06D6-1710VA23),https://m.media-amazon.com/images/I/41kN+9d7CLL.jpg,https://pcpartpicker.com/product/6BKcCJ/inno3d-geforce-rtx-2060-6-gb-twin-x2-video-card-n20602-06d6-1710va23,GeForce,6,RTX 2060,6,14128,748,160,N20602-06D6-1710VA23,[]
GALAX 26NRL7HPX7OC GeForce RTX 2060 6 GB Video Card (26NRL7HPX7OC),https://m.media-amazon.com/images/I/41L11Qqp8VL.jpg,https://pcpartpicker.com/product/W9MwrH/galax-geforce-rtx-2060-6-gb-video-card-26nrl7hpx7oc,GeForce,6,RTX 2060,6,14128,748,160,26NRL7HPX7OC,[]
Gigabyte WINDFORCE GeForce RTX 2060 6 GB Video Card (GV-N2060WF2OC-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/e2285d3d8331755d831ec0d43c221b88.256p.jpg,https://pcpartpicker.com/product/qRdxFT/gigabyte-geforce-rtx-2060-6-gb-windforce-oc-video-card-gv-n2060wf2oc-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060WF2OC-6GD,[]
KFA2 26NRL7HPX7OK GeForce RTX 2060 6 GB Video Card (26NRL7HPX7OK),https://m.media-amazon.com/images/I/414RMq5PeUL.jpg,https://pcpartpicker.com/product/2kNv6h/kfa2-geforce-rtx-2060-6-gb-video-card-26nrl7hpx7ok,GeForce,6,RTX 2060,6,14128,748,160,26NRL7HPX7OK,[]
GALAX EX White GeForce RTX 2060 6 GB Video Card (26NRL7HPY3EW),https://cdna.pcpartpicker.com/static/forever/images/product/698bdc84107c7a5fad7c22d62ceb60d1.256p.jpg,https://pcpartpicker.com/product/GJ848d/galax-geforce-rtx-2060-6-gb-ex-white-1-click-oc-video-card-26nrl7hpy3ew,GeForce,6,RTX 2060,6,14128,748,160,26NRL7HPY3EW,[]
EVGA XC BLACK GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2061-KR),https://cdna.pcpartpicker.com/static/forever/images/product/980391ed1d95be081a001da4816899c4.256p.jpg,https://pcpartpicker.com/product/mCx2FT/evga-geforce-rtx-2060-6-gb-xc-black-gaming-video-card-06g-p4-2061-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2061-KR,[]
Palit StormX GeForce RTX 2060 6 GB Video Card (NE62060018J9-161F),https://cdna.pcpartpicker.com/static/forever/images/product/59b45a9b0e139159e55f43fd878f2754.256p.jpg,https://pcpartpicker.com/product/ZcXnTW/palit-geforce-rtx-2060-6-gb-stormx-video-card-ne62060018j9-161f,GeForce,6,RTX 2060,6,14128,748,160,NE62060018J9-161F,[]
Colorful NB-V GeForce RTX 2060 6 GB Video Card (RTX2060 NB-V),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/4G3NnQ/colorful-nb-v-geforce-rtx-2060-6-gb-video-card-rtx2060-nb-v,GeForce,6,RTX 2060,6,14128,748,160,RTX2060 NB-V,[]
Asus DUAL EVO Advanced GeForce RTX 2060 6 GB Video Card (DUAL-RTX2060-A6G-EVO),https://cdna.pcpartpicker.com/static/forever/images/product/3f4b603f4aa6851ded1692628087a028.256p.jpg,https://pcpartpicker.com/product/4RK2FT/asus-geforce-rtx-2060-6-gb-dual-evo-advanced-video-card-dual-rtx2060-a6g-evo,GeForce,6,RTX 2060,6,14128,748,160,DUAL-RTX2060-A6G-EVO,[]
EVGA XC GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2063-KR),https://cdna.pcpartpicker.com/static/forever/images/product/eea5f2923f4e93941b3efa1ba503c505.256p.jpg,https://pcpartpicker.com/product/8Q448d/evga-geforce-rtx-2060-6-gb-xc-gaming-video-card-06g-p4-2063-kr,GeForce,6,RTX 2060,6,14128,748,160,06G-P4-2063-KR,"[{""retailer"": ""IHSA Computertechnik"", ""price"": ""329"", ""url"": ""https://geizhals.de/redir/AgAAAFcf1DZyLX6Z0h-jTbNxy9ocLpKnqO7oGIoewqoPP5JNQP_EViaXuFcNhZeOBN09AA4VBck8crOBVcHjOLpmRKmfFNkZ_zOTOMHTW8mAust1hswBkasW0xtc2LQ2f966XBM1GGCkd2pfL7Cg8zKZW80C4UKgIKOBANrYspzSLtpPTVsuMBMjNKCQsHlDO3oYtNn_vYGmqZjmrWfkSVdNwgw0Ce-hnaludBWxYaBG-FUNn1q3pzPNNHICfGLiLqERznv87IVRzRLRUFgdFVAm7y2_ZeD7eRIknDKZJcqleHfm"", ""source"": ""geizhals""}]"
Asus STRIX GAMING Advanced GeForce RTX 2060 6 GB Video Card (ROG-STRIX-RTX2060-A6G-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/59c40622c39c8be51a51326ec5c6257c.256p.jpg,https://pcpartpicker.com/product/shQG3C/asus-geforce-rtx-2060-6-gb-strix-gaming-advanced-video-card-rog-strix-rtx2060-a6g-gaming,GeForce,6,RTX 2060,6,14128,748,160,ROG-STRIX-RTX2060-A6G-GAMING,[]
Gigabyte AORUS XTREME GeForce RTX 2060 6 GB Video Card (GV-N2060AORUS X-6GC),https://cdna.pcpartpicker.com/static/forever/images/product/0041d3d6f3c79557efb9bcd07341169b.256p.jpg,https://pcpartpicker.com/product/pBKcCJ/gigabyte-geforce-rtx-2060-6-tb-aorus-xtreme-video-card-gv-n2060aorus-x-6gc,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060AORUS X-6GC,[]
Asus Turbo GeForce RTX 2060 6 GB Video Card (TURBO-RTX2060-6G),https://cdna.pcpartpicker.com/static/forever/images/product/ecd3b310ab3e4bb1fee0aa163c85c127.256p.jpg,https://pcpartpicker.com/product/dHHRsY/asus-geforce-rtx-2060-6-gb-turbo-video-card-turbo-rtx2060-6g,GeForce,6,RTX 2060,6,14128,748,160,TURBO-RTX2060-6G,[]
Gigabyte GAMING OC PRO GeForce RTX 2060 6 GB Video Card (GV-N2060GAMINGOC PRO-6GD),https://cdna.pcpartpicker.com/static/forever/images/product/197bf82afb77780bdf7270fccb15fa14.256p.jpg,https://pcpartpicker.com/product/t7x2FT/gigabyte-geforce-rtx-2060-6-gb-gaming-oc-pro-video-card-gv-n2060gamingoc-pro-6gd,GeForce,6,RTX 2060,6,14128,748,160,GV-N2060GAMINGOC PRO-6GD,[]
Asus DUAL GeForce RTX 2060 6 GB Video Card (DUAL-RTX2060-6G),https://cdna.pcpartpicker.com/static/forever/images/product/31b7a3493a69060ffa26d7a7b4786cbb.256p.jpg,https://pcpartpicker.com/product/PFVD4D/asus-geforce-rtx-2060-6-gb-dual-video-card-dual-rtx2060-6g,GeForce,6,RTX 2060,6,14128,748,160,DUAL-RTX2060-6G,[]
Palit GamingPro GeForce RTX 2060 6 GB Video Card (NE62060018J9-1062A),https://m.media-amazon.com/images/I/416-mMa-qwL.jpg,https://pcpartpicker.com/product/Bqvbt6/palit-geforce-rtx-2060-6-gb-gamingpro-video-card-ne62060018j9-1062a,GeForce,6,RTX 2060,6,14128,748,160,NE62060018J9-1062A,[]
PNY Blower GeForce RTX 2060 6 GB Video Card (VCG20606BLMPB),https://cdna.pcpartpicker.com/static/forever/images/product/0c1d23c30b29adbc8b9db769bd8a11fd.256p.jpg,https://pcpartpicker.com/product/dr3H99/pny-geforce-rtx-2060-6-gb-blower-video-card-vcg20606blmpb,GeForce,6,RTX 2060,6,14128,748,160,VCG20606BLMPB,[]
